Date,Open,High,Low,Close,Volume,close_time,volumes,orders,buy,buy,other
2020-04-15,6868.57,6933.0,6605.0,6621.24,61571.384994,1586995199999,416947490.61569572,581374,29866.89225000,202324176.16003710,0
2020-04-16,6621.25,7190.0,6468.27,7101.94,125009.857539,1587081599999,865277543.39469342,971163,63251.20433100,438475139.10829708,0
2020-04-17,7101.99,7148.12,6972.98,7027.55,54126.509763,1587167999999,382334236.16947893,537554,25973.97067700,183489537.17453394,0
2020-04-18,7026.78,7293.08,7014.4,7248.6,49488.542819,1587254399999,354845083.77618894,494670,23980.64473100,171950110.37011601,0
2020-04-19,7248.6,7266.15,7055.6,7120.74,45664.86393,1587340799999,326485586.93173834,483574,21519.03097600,153854417.37068870,0
2020-04-20,7121.4,7220.0,6751.0,6826.83,90149.49137,1587427199999,629612368.74768921,785174,40427.51593300,282531224.31281103,0
2020-04-21,6828.98,6940.0,6762.0,6841.37,60109.710808,1587513599999,411800606.08159712,555797,27732.16439800,190003705.32072503,0
2020-04-22,6841.36,7156.38,6818.0,7125.14,61486.377334,1587599999999,431271646.17559905,508659,28258.85992200,198241315.96185334,0
2020-04-23,7125.12,7738.0,7020.0,7482.39,102773.569561,1587686399999,756320213.58585215,881099,52475.59854100,386041564.82445067,0
2020-04-24,7483.96,7615.96,7388.0,7505.0,60182.119939,1587772799999,452118137.79400162,601093,29412.50914300,220931579.32065317,0
